Px,Py,Pz,Vx,Vy,Vz,Tx,Ty,Tz,R_bubble,Watts
228.5,0.0,0.0,4.573190589149954,0.0,0.0,0.0,0.0,0.0,0.0027217159029914737,1500000000.0
233.1,0.0,0.0,4.666521009336688,0.0,0.0,0.0,0.0,0.0,0.002667281584931644,1500000000.0
237.9,0.0,0.0,4.761756131976212,0.0,0.0,0.0,0.0,0.0,0.002613935953233011,1500000000.0
242.8,0.0,0.0,4.858934828547156,0.0,0.0,0.0,0.0,0.0,0.0025616572341683507,1500000000.0
247.8,0.0,0.0,4.958096763823629,0.0,0.0,0.0,0.0,0.0,0.0025104240894849835,1500000000.0
252.8,0.0,0.0,5.059282412064927,0.0,0.0,0.0,0.0,0.0,0.002460215607695284,1500000000.0
258.0,0.0,0.0,5.16253307353564,0.0,0.0,0.0,0.0,0.0,0.002411011295541378,1500000000.0
263.2,0.0,0.0,5.267890891362899,0.0,0.0,0.0,0.0,0.0,0.0023627910696305504,1500000000.0
268.5,0.0,0.0,5.375398868737651,0.0,0.0,0.0,0.0,0.0,0.0023155352482379394,1500000000.0
274.0,0.0,0.0,5.4851008864669915,0.0,0.0,0.0,0.0,0.0,0.0022692245432731806,1500000000.0
279.5,0.0,0.0,5.597041720884685,0.0,0.0,0.0,0.0,0.0,0.002223840052407717,1500000000.0
285.2,0.0,0.0,5.711267062127229,0.0,0.0,0.0,0.0,0.0,0.0021793632513595626,1500000000.0
291.0,0.0,0.0,5.827823532782888,0.0,0.0,0.0,0.0,0.0,0.002135775986332371,1500000000.0
297.0,0.0,0.0,5.946758706921315,0.0,0.0,0.0,0.0,0.0,0.0020930604666057236,1500000000.0
303.0,0.0,0.0,6.068121129511545,0.0,0.0,0.0,0.0,0.0,0.002051199257273609,1500000000.0
